6111,湖北省,富池闸 所在地市:黄石市所属河流:富水,11-29 20:00,Ⅱ,13.4,7,7.9,281.8,66.4
6147,湖北省,富池闸 所在地市:黄石市所属河流:富水,11-30 04:00,Ⅱ,12.2,7,7,283.2,69.8
6183,湖北省,富池闸 所在地市:黄石市所属河流:富水,11-30 08:00,Ⅱ,12.1,7,7.3,284.9,69.2
6219,湖北省,富池闸 所在地市:黄石市所属河流:富水,11-30 12:00,Ⅱ,17.7,7,8.4,284.5,62.6
6255,湖北省,富池闸 所在地市:黄石市所属河流:富水,11-30 16:00,Ⅱ,17.8,8,8.6,277.7,58.7
6291,湖北省,富池闸 所在地市:黄石市所属河流:富水,11-30 20:00,Ⅱ,14,7,8.4,283.5,58.1
6327,湖北省,富池闸 所在地市:黄石市所属河流:富水,11-30 20:00,Ⅱ,14,7,8.4,283.5,58.1
6363,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-01 04:00,Ⅱ,12.6,7,7.6,286.1,57.1
6399,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-01 08:00,Ⅱ,12.8,7,7.7,288,59.8
6435,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-01 12:00,Ⅱ,17.7,8,8.7,291.9,56
6471,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-01 16:00,Ⅱ,18.1,8,9.7,284.6,53.3
6507,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-01 20:00,Ⅱ,14.6,8,9.2,290,53.1
6543,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-01 20:00,Ⅱ,14.6,8,9.2,290,53.1
6580,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-02 04:00,Ⅱ,13.1,8,8.6,304,58.3
6617,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-02 08:00,Ⅱ,13,8,8.2,304.1,68.3
6654,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-02 12:00,Ⅱ,18.2,8,8.4,299.4,65.5
6691,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-02 16:00,Ⅱ,18.3,8,8.8,292.9,56.8
6728,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-02 20:00,Ⅱ,15.2,8,8.9,297.4,53.4
6765,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-02 20:00,Ⅱ,15.2,8,8.9,297.4,53.4
6802,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-03 04:00,Ⅱ,13.8,7,7.7,302.1,75.5
6839,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-03 08:00,Ⅱ,13.8,7,7.6,306.3,74.9
6876,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-03 12:00,Ⅱ,16.6,7,7.9,308.6,74.3
6913,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-03 16:00,Ⅱ,16.4,8,8,308,68.4
6950,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-03 20:00,Ⅱ,14.2,8,8.8,314.8,54.8
6987,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-03 20:00,Ⅱ,14.2,8,8.8,314.8,54.8
7024,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-04 04:00,Ⅱ,13.4,8,8.5,322.7,57.3
7061,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-04 08:00,Ⅱ,13.5,8,8.4,323.6,52.7
7098,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-04 12:00,Ⅲ,15.3,8,8.7,319.2,49.8
7135,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-04 16:00,Ⅲ,15.2,8,8.8,315.5,48.7
7172,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-04 20:00,Ⅲ,13.9,8,9.9,316,49.6
7209,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-04 20:00,Ⅱ,13.9,8,9.9,316,49.6
7246,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 04:00,Ⅱ,13.3,8,10,312.4,50.9
7283,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 08:00,Ⅱ,13.3,8,10,311.6,46.4
7320,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 08:00,Ⅱ,13.3,8,10,311.6,46.4
7357,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 16:00,Ⅱ,15.7,8,8.9,304.3,49.5
7394,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 20:00,Ⅱ,14,8,8.5,306.5,48.8
7431,湖北省,富池闸 所在地市:黄石市所属河流:富水,12-05 20:00,Ⅱ,14,8,8.5,306.5,48.8
